artist,artist_ko,summary,image_url
fernando calhau,페르난도 칼하우,"Fernando Calhau (1948-2002)는 포르투갈 예술가였습니다.
리스본에서 태어난 그는 1973 년에 Esbal (Escola Superior De Belas Artes de Lisboa/ The Lisbon School of Fine Arts)에서 그림을 마쳤습니다. 같은 해에 그는 Calouste Gulbenkian Foundation의 장학금으로 런던으로 이사했습니다.그는 Slade School of Fine Art에서 Bartolomeu Cid Dos Santos와 함께 조각 분야에서 연구를 마쳤습니다.
Fernando Calhau의 예술은 그림, 조각, 그림, 조각, 사진 및 영화와 같은 광범위한 작품으로 구성됩니다.",
fernando lanhas,페르난도 란하스,"Fernando Lanhas, Gose (1923 년 9 월 16 일 - 2012 년 2 월 4 일)는 포르투갈 화가이자 건축가였습니다.
Lanhas는 Porto에서 태어나고 죽었습니다.그는 건축을 공부했지만 포르투갈어 초록 그림에서 주요 이름으로 알려졌습니다.그는 1944 년에 음악, 천문학 및 국제 추상 운동의 영향을받는 그림을 시작했습니다.그 이후로 그는 가장 혁신적이고 독창적 인 포르투갈 화가 중 한 사람이었습니다.",
fred sandback,프레드 샌드백,"Fred Sandback (1943 년 8 월 29 일-2003 년 6 월 23 일)은 그의 원사 조각, 그림 및 인쇄물로 유명한 미국 미니멀리스트 개념 기반 조각가였습니다.그의 재산은 David Zwirner로 대표됩니다.",https://upload.wikimedia.org/wikipedia/en/6/68/Sandback.jpg
genevieve asse,제네비브 엉덩이,"Geneviève Asse (Vannes, France, 1923 년 1 월 24 일 - 2021 년 8 월 11 일)는 프랑스 화가였습니다.그녀는 2021 년 8 월 98 세의 나이에 죽었다. 그녀는 영예 군단의 국가 질서의 그랜드 크로스를 받았다.
Geneviève Asse는 전후 시대의 가장 주목할만한 추상 프랑스 화가 중 하나입니다.그녀가 만든 파란색의 특징적인 그늘을 ""Le Bleu Asse""라고 불렀습니다.",
giovanni anselmo,조반니 안셀모,"Giovanni Anselmo (1934 년 8 월 5 일 - 2023 년 12 월 18 일)는 이탈리아 예술가로, 제 2 차 세계 대전 이후 Arte Povera라는 예술 운동에서 나왔습니다.그의 가장 유명한 예술 작품은 제목이 없다 (Sculpture that gats) (1968), 시간과 자연을 나타내는 예술 작품.",
helio oiticica,헬리오 오이티시카,"Hélio Oiticica (포르투갈어 : [ˈεlju ɔjtʃiˈsikɐ]; 1937 년 7 월 26 일-1980 년 3 월 22 일)는 브라질의 시각 예술가, 조각가, 화가, 공연 예술가 및 이론가가 혁신적인 운동에 가장 잘 알려진 이론가였습니다.색상의 사용과 그가 유명한 Tropicália와 같은 Parangolés와 관통을 포함한 ""환경 예술""이라고 불렀습니다.Oiticica는 또한 영화 제작자이자 작가였습니다.",https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/H%C3%A9lio_Oiticica_%281966%29.tif/lossy-page1-220px-H%C3%A9lio_Oiticica_%281966%29.tif.jpg
henk peeters,헨크 피터스,"Henk Peeters (1925 년 12 월 8 일 - 2013 년 4 월 13 일)는 네덜란드 예술가였습니다.그는 제로 운동의 적극적인 멤버였습니다.Peeters는 헤이그에서 태어났습니다.그는 헤이그의 Koninklijke Academie Voor Beeldende Kunsten에서 미술을 공부했으며 1957 년부터 1972 년까지 네덜란드 Arnhem에있는 Art Academy에서 가르쳤습니다.그의 죽음 (Hall (NL), 2013)까지 Henk Peeters는 NUL 시대의 작품을 복원하고 NUL 그룹의 적극적인 대변인으로 남아있었습니다.",
horia damian,호리아 다미안,"Horia Damian (Bucharest, 1922 년 2 월 27 일 -2012 년 5 월 14 일 파리)은 루마니아 화가이자 조각가였습니다.",
isa genzken,이사 겐즈켄,"Isa Genzken (1948 년 11 월 27 일 출생)은 베를린에서 살고 일하는 독일 예술가입니다.그녀의 주요 미디어는 콘크리트, 석고, 목재 및 섬유를 포함한 다양한 재료를 사용하는 조각 및 설치입니다.그녀는 또한 사진, 비디오, 영화 및 콜라주와 함께 일합니다.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Genzgen-isa-140809-koeln-ludwigmuseum.jpg/220px-Genzgen-isa-140809-koeln-ludwigmuseum.jpg
james turrell,제임스 터렐,"제임스 터렐 (1943 년 5 월 6 일 출생)은 조명과 우주 운동 내에서 그의 작품으로 유명한 미국 예술가입니다.그는 ""빛의 마스터""로 여겨지며 천장의 개구부를 통해 자연 채광을 인공 색상으로 혼합하는 미술 설치로 간주되어 색상을 바꾸고 변화함으로써 내부 공간을 변형시킵니다.
Turrell의 경력의 대부분은 애리조나 주 플래그 스태프 외부에 위치한 자연스럽게 콘크리트 콘 크레이터 인 로덴 크레이터 (Roden Crater)에 전념하고 있습니다.그리고 그의 일련의 스카이 스페이스, 하늘을 구성하는 밀폐 된 공간.
Turrell은 캘리포니아 로스 앤젤레스에서 태어나 퀘이커 가족에서 자랐습니다.그는 16 세의 나이에 조종사의 라이센스를 얻었고 나중에 베트남 전쟁 중에 양심적 이민자로 등록되어 중국 통제 티베트에서 불교 승려를 날아 갔다.Turrell의 학문적 배경에는 Pomona College의 Perceptual Psychology의 학사 학위와 수학, 지질학 및 천문학에 대한 추가 연구가 포함됩니다.그는 어바인 캘리포니아 대학교 (University of California)의 대학원 스튜디오 아트 프로그램에서 가벼운 투영을 실험하기 시작했으며, 이후 작품을위한 토대를 마련했습니다.
Turrell의 Light and Space의 혁신적인 사용은 1984 년에 MacArthur Fellow로 지명 된 것을 포함하여 수많은 찬사를 얻었습니다. 인식과 빛의 본질을 탐구하는 그의 작품은 전 세계 주요 박물관과 공공 예술 공간에서 전시되었습니다.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/James-Turrell-medals-hi-res.jpg/220px-James-Turrell-medals-hi-res.jpg
jean degottex,진 데고텍스,Jean Degottex (Sathonay-Camp 1918 년 2 월 25 일-1988 년 12 월 9 일 파리)는 특히 1950 년대와 1960 년대의 서정적 추상화 운동과의 초기 근접성으로 알려진 프랑스의 추상 화가였습니다.그는 20 세기 후반에 추상화 운동의 중요한 예술가로 여겨지며 현대 미술에 대한 중요한 영감으로 여겨집니다.Degottex는 특히 동아시아 서예와 젠 철학에서 창의적 주제의 소거를 달성하는 데 영감을 받았습니다.,https://upload.wikimedia.org/wikipedia/commons/5/51/Jean_Degottex_dans_les_ann%C3%A9es_60_%28retouched%29.jpg
jim lambie,짐 램비,"James Lambie (1964 년 스코틀랜드 글래스고에서 태어 났음)는 현대 시각 예술가이며 2005 년 Turner 상을 수상하여 Mental Oyster라는 설치로 선정되었습니다.
Jim Lambie는 Glasgow School of Art (1990-1994)에서 예술 학사 학위를 취득했습니다.그는 글래스고에서 살고 일하며 음악가와 DJ로도 운영됩니다.Norman Blake와 함께 Lambie는 Glaswegian 밴드 The Boy Lahindressers를 결성하여 십대 Fanclub이되었습니다.
Lambie는 Glasgow에서 현재 전설적인 1980 년대 'Splash One'클럽의 촬영을 담당했습니다.
이 희귀 한 장면은 다양한 텔레비전 프로그램과 80 년대 스코틀랜드의 독립 음악 장면에 관한 영화에서 나타났습니다.
영화 제작자 그랜트 맥피 (Grant McPhee)가 감독 한 가장 최근에 '십대 슈퍼 스타'
80 년대 중반부터 90 년대 초반에 글래스고의 대체 팝 음악 장면에서 조사한 밴드.",
jiro yoshihara,요시하라 지로,"Jirō Yoshihara (1905 년 1 월 1 일 - 1972 년 2 월 10 일, Yoshihara Jirō, 吉原 治良 治良 治良)는 일본 화가, 미술 교육자, 큐레이터 및 사업가였습니다.
1950 년대부터 1960 년대부터 시작된 Zen Painting에 영감을 얻은 하드 엣지 원으로 주로 유명한 Yoshihara의 Oeuvre는 또한 그림, 벽화, 조각, 서예, 잉크 세척 그림, 도자기, 수색 및 스테이지 디자인을 포함합니다.
요시히라는 화가, 미술 교육자, 예술의 발기인, 칸사이 지역과 그 너머의 예술, 상업 및 산업 사이의 네트워크로서의 작품을 통해 전후 일본 예술과 문화의 핵심 인물이었습니다.1954 년에 공동 창립 한 전후 아방가르드 예술 집단 구타이 미술 협회 (Gutai Art Association)는 요시하라의지도하에 야외 전시회, 공연, 무대 발표 및 대화식 작품을 포함한 근본적으로 실험적인 접근법을 탐구했다.Yoshihara의 글로벌 야망에 힘 입어 Gutai는 국제적으로 의사 소통하고 세계화 예술계에 자신을 삽입하기위한 예술적 전략을 개발했습니다.
그의 예술적 활동 외에도 Yoshihara는 가족의 식용유 사업의 관리와 방향 Yoshihara Oil Mill, Ltd.",https://upload.wikimedia.org/wikipedia/en/3/30/Jiro_Yoshihara.jpg
jo baer,조 베어,"Josephine Gail Baer (Née Josephine Gail Kleinberg; 1929 년 8 월 7 일 출생)는 미니멀리스트 예술과 관련된 미국 화가입니다.그녀는 1960 년대 중반에 뉴욕 주 Fischbach Gallery 및 기타 현대 미술 장소에서 작품을 전시하기 시작했습니다.1970 년대 중반, 그녀는 객관적이지 않은 그림에서 멀어졌습니다.그 이후로, Baer는 한때 ""급진적 인 모양""이라고 불리는 표현 모드 인 이미지, 기호, 단어 및 문구를 융합시켰다.그녀는 네덜란드 암스테르담에서 살고 일합니다.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Jo_Baer_by_Billie_Savage.JPG/220px-Jo_Baer_by_Billie_Savage.JPG
joan hernandez pijuan,조안 에르난데스 피후안,"Joan Hern?ndez Pijuan 은 단순한 구성, 중립적인 색상, 표현적인 선으로 유명한 스페인 화가였습니다. 1931년 2월 15일 스페인 바르셀로나에서 태어난 그는 Escuela de Bellas Artes de Sant Jordi를 졸업했습니다. Museo Municipal de Matar?에서 1955년에 첫 개인전을 열었고, 얼마 지나지 않아 그는 Grupo Silex를 공동 창립했습니다. 예술가 Eduardo Alcoy 와 Josep Maria Rovira Brull이 포함된 이 그룹은 현대 미술과 원시 미술 형식 간의 연관성을 탐구했습니다. 1950년대 후반에 파리로 이사한 Pijuan은 ?cole des Beaux-Arts에서 조각과 리소그래피 수업을 들었습니다. 그는 모교인 Escuela de Bellas Artes de Sant Jordi에서 가르치기 시작했고, 1989년에는 바르셀로나 대학교 미술학과에서 회화 교수로 임명되었습니다. 피후안은 2005년 12월 28일 스페인 바르셀로나에서 사망했습니다. 2011년 모스크바 현대 미술관에서 회고전을 열었습니다. 오늘날 이 작가의 작품은 마드리드의 레이나 소피아 미술관, 뉴욕의 솔로몬 R. 구겐하임 미술관, 부에노스 아이레스의 현대 미술관 등에서 소장하고 있습니다.",https://uploads4.wikiart.org/temp/a281a329-b7de-4549-bfff-85f8980045d4.jpg
john mclaughlin,존 맥라플린,"존 드와이어 맥러플린(John Dwyer McLaughlin, 1898년 5월 21일 ~ 1976년 3월 22일)은 미국의 추상 화가였습니다. 주로 캘리포니아에 거주하는 그는 미니멀리즘과 하드에지 회화의 선구자였습니다. 캘리포니아의 가장 중요한 전후 예술가 중 한 명으로 간주되는 McLaughlin은 일본의 공허 개념에서 영감을 받아 일상 경험 및 대상과 전혀 연결되지 않은 집중된 기하학적 작품을 그렸습니다. 그는 몸짓, 표현, 형상을 포함하되 이에 국한되지 않는 어떠한 오브제도 없는 회화를 목표로 삼았습니다. 이것이 그를 직사각형으로 이끌었다. McLaughlin은 인접한 평면에 직사각형 막대를 겹겹이 쌓는 기술을 활용하여 성찰을 불러일으키고 결과적으로 자연과의 관계에 대한 더 큰 이해를 불러일으키는 작품을 만듭니다.","https://en.wikipedia.org/wiki/John_McLaughlin_(artist)#/media/File:John_McLaughlin,_hard-edge_painter,_1963.jpg"
judy chicago,주디 시카고,"Judy Chicago (Judith Sylvia Cohen; 1939 년 7 월 20 일)는 역사와 문화에서 여성의 역할을 조사하는 출생 및 창조 이미지에 관한 대규모 공동 예술 설치 작품으로 유명한 미국 페미니스트 예술가, 미술 교육자 및 작가입니다.1970 년대에 시카고는 1970 년대에 페미니스트 예술 및 미술 교육의 촉매제 역할을 한 프레즈노 (이전 프레스노 스테이트 칼리지) 캘리포니아 주립 대학교에서 미국 최초의 페미니스트 미술 프로그램을 설립했습니다.세계의 여러 영역에 수백 개의 출판물에 포함 된 그녀는 전세계 예술 커뮤니티에서 그녀의 영향력을 보여줍니다.또한, 그녀의 많은 책들이 다른 나라에서 출판되었으며, 그녀의 작품은 국제 독자들에게 더욱 접근 할 수있게했습니다.시카고의 작품은 바느질 작업, 용접 및 불꽃 기술과 같은 기술과 균형을 이루는 다양한 예술 기술을 통합합니다.그녀의 가장 잘 알려진 작품은 브루클린 박물관의 엘리자베스 A. Sackler 페미니스트 예술 센터에 영구적으로 설치된 저녁 파티입니다.디너 파티는 역사 전반에 걸쳐 여성의 업적을 축하하며 최초의 서사시 예술 작품으로 널리 알려져 있습니다.시카고의 다른 주목할만한 예술 프로젝트로는 International Honor Quilt, Birth Project, PowerPlay 및 Holocaust Project가 있습니다.그녀는 Jessica Silverman Gallery로 대표됩니다.
시카고는 Time Magazine의 ""2018 년 100 명의 가장 영향력있는 사람들""에 포함되었습니다.",https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Judy_Chicago.jpg/210px-Judy_Chicago.jpg
keith sonnier,키스 소니에,"Keith Sonnier (1941 년 7 월 31 일 - 2020 년 7 월 18 일)는 포스트 미니리스트 조각가, 공연 예술가, 비디오 및 라이트 아티스트였습니다.Sonnier는 1960 년대 조각에서 빛을 사용한 최초의 예술가 중 한 명입니다.임시 재료와 함께 네온을 사용하면서 그는 국제적 인정을 얻었습니다.Sonnier는 프로세스 예술 운동의 일부였습니다.",
leo villareal,레오 빌라레알,레오 빌라 레알 (1967 년 출생)은 미국 예술가입니다.그의 작업은 LED 조명과 인코딩 된 컴퓨터 프로그래밍을 결합하여 조명 디스플레이를 만듭니다.그는 뉴욕시에서 살고 일하고 있습니다.,https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/10px-OOjs_UI_icon_edit-ltr-progressive.svg.png
li yuan chia,리 위안 치아,"리위안지아 ( Li Yuan-chia , 중국어 :李元佳; 병음 : L? Yu?nji? , 1929?1994)는 중국의 예술가, 시인, 큐레이터였습니다. 그는 설치물, 작품, 사진을 자신의 예술에 통합했으며 생전 동안 영국에서 활동한 소수의 중국계 예술가 중 한 명이었습니다.",
luciano bartolini,루치아노 바르톨리니,"루치아노 바르톨리니의 "" Emblematische Blume n""(상징적인 꽃, 1989-90) 시리즈 의 콜라주 그림은 찢어진 종이, 흩뿌려진 페인트, 금박 및 수평 색상 띠로 구분된 굵은 검정, 빨강, 흰색 또는 노랑의 단색 표면이 특징이며, 상징적인 존재감으로 갤러리 공간을 장악합니다.",https://uploads8.wikiart.org/temp/b86c2303-5eb9-48fe-9874-82e7285be1e6.jpg!Portrait.jpg
marcel barbeau,마르셀 바르보,"Marcel Barbeau (1925 년 2 월 18 일 - 2016 년 1 월 2 일)는 캐나다 화가, 조각가, 그래픽 및 공연 예술가로 다양한 형태의 추상화와 예술 기술과 기술을 사용하여 자신을 표현했습니다.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Marcel-Barbeau_atelier_2001.jpg/200px-Marcel-Barbeau_atelier_2001.jpg
marin gherasim,마린 게라심,"Marin Gherasim (b. 1937년 12월 16일 , R?d?u?i , Bucovina ? 2017년 3월 27일 , 부쿠레슈티 )은 루마니아 화가이자 대학 교수였으며 루마니아 미술의 뛰어난 성격을 지닌 사람이었습니다. 9+1 그룹의 창립멤버.",https://upload.wikimedia.org/wikipedia/ro/b/b9/Coperta_monografiei_Marin_Gherasim%2C_autor_Alexandru_Davidian%2C_Editura_Vellant%2C_2019.JPG
marko pogacnik,마르코 포가닉,Marko Pogačnik (1944 년 8 월 11 일 출생)은 슬로베니아 예술가이자 작가입니다.,
martial raysse,무술 광선,Martial Raysse (1936 년 2 월 12 일 Golfe-Juan에서 태어남)는 프랑스 예술가이자 배우입니다.그는 프랑스 Issigeac에 살고 있습니다.그는 살아있는 프랑스 예술가가 판매 한 가장 비싼 작품에 대한 기록을 보유하고 있습니다.,
martin barre,마틴 바레,"Martin Lancelot Barre (; 1946 년 11 월 17 일 출생)는 영국 록 밴드 Jethro Tull의 리드 기타리스트로 오랜 역할로 가장 잘 알려진 영국 기타리스트로 2011 년 밴드의 초기 해산까지 녹음하고 여행했습니다. Barre는 모두에서 연주했습니다.1969 년 앨범 Stand Up (첫 번째 앨범에서 연주 한 Mick Abrahams 교체)의 Jethro Tull의 스튜디오 앨범 중 2003 년 앨범 The Jethro Tull Christmas 앨범으로.1990 년대 초 그는 솔로 경력을 시작했으며 여러 앨범을 녹음하고 자신의 라이브 밴드와 함께 투어를했습니다.
그는 또한 Jethro Tull의 무대와 자신의 솔로 작업에서 Flute 및 Mandolin과 같은 다른 악기를 연주했습니다.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Martin_Barre_2013.jpg/220px-Martin_Barre_2013.jpg
mel bochner,멜 보크너,Mel Bochner (1940 년 출생)는 미국 개념 예술가입니다.Bochner는 1962 년 BFA를 받았으며 2005 년 Carnegie Mellon University의 School of Art에서 명예 미술학 박사를 받았습니다.그는 뉴욕시에 살고 있습니다.,
michelangelo pistoletto,미켈란젤로 피스톨레토,"Michelangelo Pistoletto (1933 년 6 월 23 일 출생)는 이탈리아 화가, 행동 및 대상 예술가, 예술 이론가입니다.피스토레토는 이탈리아 아르테 포로가의 주요 대표 중 한 명으로 인정 받고 있습니다.그의 작품은 주로 Gesamtkunstwerk의 관점에서 반성의 주제 (특히 그의 거울 그림에서)와 예술과 일상 생활의 통일을 다룹니다.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Michelangelo_Pistoletto%2C_Blenheim_Palace%2C14_September_2016.jpg/220px-Michelangelo_Pistoletto%2C_Blenheim_Palace%2C14_September_2016.jpg
mira schendel,미라 셴델,"Mira Schendel (1919 년 6 월 7 일-1988 년 7 월 24 일)은 20 세기 브라질 현대 예술가였습니다.그녀는 쌀 종이의 그림으로 유명했으며 화가, 시인 및 조각가로도 활동했습니다.그녀의 작품은 언어와시의 예술을 이끌어 냈으며, 그녀를 이끌어 낸 것으로 보이는 것은 그것을 재창조 할 수있는 능력이었습니다.",https://upload.wikimedia.org/wikipedia/en/a/a0/Photo_of_Mira_Schendel.jpg
paolo scheggi,파올로 셰기,"파올로 셰기는 이탈리아 예술가이자 아방가르드 ZERO 그룹의 일원이었습니다. 창의적인 단색 캔버스로 유명한 셰기의 추상화는 Intersuperfici 와 Strutture Modulari 라는 시리즈에서 표면을 중첩하고 타원형 구멍을 겹치게 하여 얕은 공간과 빛을 만듭니다 . 1940년 피렌체에서 태어난 셰기는 런던에서 공부를 했고 나중에 밀라노로 이사했습니다. 그의 작품의 형식적이고 개념적인 측면은 그를 루치오 폰타나 와 같은 예술가들과 함께 ZERO 운동에 동참하게 했는데 , 그의 작품은 화면 평면을 뚫고 그림을 사물로 탐구하는 데 관심이 셰기의 작품과 비슷했습니다. 짧은 생애에도 불구하고 그의 작품은 널리 전시되었는데, 특히 1966년 제33회 베니스 비엔날레에 전시되었습니다. 1968년 그는 극장에 대한 조사를 시작하여 전통적인 갤러리 공간을 넘어 도시로 작업을 확장했습니다. 사망하기 전에 제작한 마지막 작품은 종교적, 인류학적, 상징적 형태 간의 관계에 초점을 맞추었습니다. 셰기는 1971년 31세의 나이로 이탈리아 로마에서 사망했습니다",
park seo bo,박서보,"박서보 (朴栖甫, 1931년 11월 15일 ~ 2023년 10월 14 일)는 1967년부터 ""에크리튀르"" 시리즈를 그린 대한민국의 화가로, 한국 앵포르멜 미술 운동에 참여했으며, 특히 회화를 중심으로 한 형식적 관심사를 갖고 있어 비평가 와 미술사 학자 들이 그를 대표적인 단색화 예술가 로 규정했다 .",https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Park_Seo-Bo_working_at_his_studio_2019.jpg/440px-Park_Seo-Bo_working_at_his_studio_2019.jpg
paul brach,폴 브랙,"Paul Brach (1924 년 3 월 13 일 -2007 년 11 월 16 일)는 강사 및 교육자뿐만 아니라 미국의 추상 화가였습니다.
추상 화가 Paul Brach는 Leo Castelli Gallery, The Cordier & Eckstrom Gallery 및 André Emmerich Gallery와 함께 뉴욕에서 그의 작품을 전시했습니다.",https://upload.wikimedia.org/wikipedia/en/thumb/7/73/Photo_of_Paul_Brach.jpg/220px-Photo_of_Paul_Brach.jpg
piero manzoni,피에로 만조니,"Piero Manzoni di Chiosca e Poggiolo는 Piero Manzoni (1933 년 7 월 13 일-1963 년 2 월 6 일)로 더 잘 알려져 있습니다.이브 클라인 (Yves Klein)의 작품과 비교할 때, 자신의 작품은 1967 년 제노아에서 개최 된 첫 번째 아르테 포도라 전시회에서 비평가 게르만 셀란트 (Arte Povera) 전시회에서 한 세대의 젊은 이탈리아 예술가들의 작품이 예상하고 직접적으로 영향을 미쳤다. Manzoni는 가장 유명하다.예술 대상의 본질에 의문을 제기하는 일련의 예술 작품의 경우 개념 예술을 직접 미리 파기합니다.그의 작품은 ""신화적인 출처를 탭하고 진정한 보편적 가치를 실현하기 위해""토끼 모피에서 인간 배설에 이르기까지 모든 것을 사용하여 일반적인 예술가의 자료를 피합니다.
그의 작품은 제 2 차 세계 대전 이후 이탈리아 사회 (이탈리아 경제 기적)를 변화시킨 대량 생산과 소비주의에 대한 비판으로 널리 알려져있다.Manzoni와 같은 이탈리아 예술가들은 지리적, 예술적, 문화적 국경을 넘은 독창적 인 예술적 관행을 통해 전후 유럽의 새로운 경제 및 물질 질서를 협상해야했습니다.
Manzoni는 1963 년 2 월 6 일 밀라노의 스튜디오에서 심근 경색으로 사망했습니다. 그의 현대적인 Ben Vautier는 Manzoni의 사망 증명서에 서명하여 예술 작품을 선언했습니다.",https://upload.wikimedia.org/wikipedia/en/thumb/5/5a/Manzoni_portrait.jpg/200px-Manzoni_portrait.jpg
pierre soulages,피에르 소울라지,"Pierre Jean Louis Germain Soulages (프랑스어 : [Sulaʒ]; 1919 년 12 월 24 일 - 2022 년 10 월 25 일)는 프랑스 화가, 인쇄 제작자 및 조각가였습니다.2014 년 프랑스 프랑스 홀랜드 대통령은 그를 ""세계에서 가장 위대한 살아있는 예술가""라고 묘사했습니다.그의 작품은 세계의 주요 박물관으로 개최되며 고향 인 Rodez에 그의 예술에 전념하는 박물관이 있습니다.
Soulages는 색상과 비 색상으로 색상에 대한 관심으로 인해 ""검은 색의 화가""로 알려져 있습니다. 빛이 검은 색에 반사되면 변형되고 변형됩니다.. ""그는 빛을 작업 자료로 보았다.그의 그림의 검은 표면의 줄무늬는 그가 빛을 반사시켜 검은 색이 어둠과 밝기로 나올 수있게하여 빛나는 색이 될 수있게합니다.
Soulages는 1987 년부터 1994 년까지 정복 된 Sainte-Foy의 Abbey Church의 로마네스크 건축물을 위해 104 개의 스테인드 글라스 창문을 생산했습니다. 그는 국제 상을 수상했으며 파리의 루브르는 100 년 동안 그의 작품을 회고했습니다.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/655446-artiste-pierre-soulages.jpg/290px-655446-artiste-pierre-soulages.jpg
pino pinelli,피노 피넬리,"Giuseppe ""Pino""Pinelli (1928 년 10 월 21 일-1969 년 12 월 15 일)는 1969 년 Polizia di Stato에 의해 구금 된 이탈리아 철도 노동자이자 무정부주의자였습니다. Pinelli.그는 또한 아나키스트 블랙 크로스의 이탈리아 지부의 비서였습니다.많은 사람들이 경찰의 일원들에 의해 야기 된 것으로 여겨지는 그의 죽음은 노벨상 수상자 인 다리오 (Dario Fo)에게 유명한 연극이라는 우연한 연극을 기록한 무정부주의자의 사망으로 영감을 받았다.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Giuseppe_Pinelli_3.jpg/220px-Giuseppe_Pinelli_3.jpg
richard artschwager,리차드 아트슈웨거,"Richard Ernst Artschwager (1923 년 12 월 26 일 - 2013 년 2 월 9 일)는 미국 화가, 일러스트 레이터 및 조각가였습니다.그의 작품은 팝 아트, 개념 예술 및 미니멀리즘과 관련이 있습니다.",
richard serra,리차드 세라,"Richard Serra (1938 년 11 월 2 일-2024 년 3 월 26 일)는 현장 별 풍경, 도시 및 건축 환경을 위해 만든 대규모 초록 조각으로 유명한 미국 예술가였으며, 그 작품은 주로 사후주의와 관련이 있습니다.""그의 시대의 가장 위대한 조각가 중 하나""로 묘사 된 Serra는 그의 작품의 물질적 특성과 시청자, 작품 및 사이트 간의 관계에 대한 탐구를 강조하는 데 주목할 만해졌습니다.
세라는 버클리 캘리포니아 대학교에서 영문학을 추구하여 시각 예술로 전환했습니다.그는 B.A.로 졸업했습니다.1961 년 산타 바바라 (Santa Barbara) 캘리포니아 대학교 (University of California)의 영어 문학에서 그는 영향력있는 벽화가 Rico Lebrun과 Howard Warshaw를 만났습니다.Serra의 산업 재료에 대한 초기 노출은 제철소에서 일함으로써 자신을 지원하는 것이 그의 예술적 궤적에 영향을 미쳤다.그는 Yale University에서 교육을 계속하면서 학사 학위를 받았습니다.미술사와 M.F.A.1964 년에 파리에서 1964 년 예일 교제로 파리에서 작곡가 필립 글래스와 친구가되어 Constantin Brâncuși의 스튜디오를 탐험했으며, 둘 다 그의 작품에 큰 영향을 미쳤습니다.유럽에서의 그의 시간은 또한 그림에서 조각으로의 후속 전환을 촉진했습니다.
1960 년대 중반부터, 특히 1966 년 뉴욕으로 이사 한 후 Serra는 고무, 네온 및 리드로 초기 실험으로 시작하여 대규모 철강 작업으로 시작하는 조각의 정의를 급진적으로 연장하고 확장하기 위해 노력했습니다.1967 년부터 1968 년부터 35 피트의 리드 리프트와 같은 뉴욕에서 그의 초기 작품은 산업 재료와 그의 선택된 매체의 물리적 특성에 대한 그의 매력을 반영했습니다.도시와 자연 경관에서 그의 대규모 작품은 예술과의 대중의 상호 작용을 재구성했으며 때로는 1981 년 맨해튼에서 기울어 진 아크로 인한 것과 같은 논란의 원천이었습니다. 세라는 예술가 Nancy와 결혼했습니다.1965 년에서 1970 년 사이의 그레이브스, 1981 년과 2024 년의 사망 사이의 클라라 와이어 그라프.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Oliver_Mark_-_Richard_Serra%2C_Siegen_2005.jpg/220px-Oliver_Mark_-_Richard_Serra%2C_Siegen_2005.jpg
robert mangold,로버트 맨골드,Robert Mangold (1937 년 10 월 12 일 출생)는 미국 미니멀리스트 아티스트입니다.그는 또한 영화 감독이자 시나리오 작가 James Mangold의 아버지이기도합니다.,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Robert_Mangold.jpg/220px-Robert_Mangold.jpg
robert morris,로버트 모리스,"로버트 모리스(Robert Morris, 1931년 2월 9일 - 2018년 11월 28일)는 미국의 조각가, 개념 예술가이자 작가였습니다. 그는 도널드 저드(Donald Judd)와 함께 미니멀리즘[1]의 가장 저명한 이론가 중 한 명으로 평가받았을 뿐만 아니라, 행위 예술, 대지 예술, 프로세스 아트 운동, 설치 예술의 발전에도 중요한 공헌을 했습니다.[2] Morris는 뉴욕에서 살면서 일했습니다. 2013년 October Files의 일부로 MIT Press는 Morris에 대한 책을 출판하여 Julia Bryan-Wilson이 편집한 Morris의 작업과 영향력을 조사했습니다.[3]",https://en.wikipedia.org/wiki/Robert_Morris_(artist)#/media/File:Morris-poster.jpg
robert ryman,로버트 라이먼,"Robert Ryman (1930 년 5 월 30 일 - 2019 년 2 월 8 일)은 흑백 회화, 미니멀리즘 및 개념 예술의 움직임으로 식별 된 미국 화가였습니다.그는 추상적 인 흰색 흰색 그림으로 가장 잘 알려져있었습니다.그는 뉴욕시에서 살고 일했습니다.",https://upload.wikimedia.org/wikipedia/en/thumb/f/f1/Robert_Ryman.jpg/220px-Robert_Ryman.jpg
